"Title","Link","Description","pubDate","guid"
"Deadly riots in Senegal after conviction of opposition leader Ousmane Sonko – video report","https://www.theguardian.com/world/video/2023/jun/02/deadly-riots-in-senegal-after-conviction-of-opposition-leader-ousmane-sonko-video-report","<p>Supporters of the presidential candidate Ousmane Sonko have clashed with police in Dakar, throwing stones and setting vehicles alight, resulting in the death of at least nine people. Protests broke out soon after Sonko was sentenced to two years in prison for 'corrupting youth', an offence that includes having sexual relations with people under the age of 21. He was acquitted on charges of raping a woman and making death threats against her. Sonko's supporters say his legal troubles are a part of a government effort to derail his candidacy in the 2024 election. According to his legal team, the conviction will bar him from running</p> <a href=""https://www.theguardian.com/world/video/2023/jun/02/deadly-riots-in-senegal-after-conviction-of-opposition-leader-ousmane-sonko-video-report"">Continue reading...</a>","Fri, 02 Jun 2023 15:16:25 GMT","https://www.theguardian.com/world/video/2023/jun/02/deadly-riots-in-senegal-after-conviction-of-opposition-leader-ousmane-sonko-video-report"
"'Every man is struggling': the rising mental health crisis as UK gets poorer","https://www.theguardian.com/news/video/2023/may/30/therapy-for-the-lads-my-mission-to-help-men-cope-in-a-cost-of-living-crisis","<p>The north-east has suffered decades of industrial decline and a devastating cost of living crisis, which men say is having a detrimental impact on their mental health. Video producers&nbsp;<strong>Maeve Shearlaw</strong>&nbsp;and&nbsp;<strong>Christopher Cherry</strong>&nbsp;follow Earl John Charlton, who is using his experience of homelessness and drug addiction to get other men to open up. From walk and talks to open mic nights, amid the reality of working in a declining industry, he tells men in his community that it’s OK not to be OK</p><ul><li><p><a href=""https://www.theguardian.com/global/video/2022/dec/06/the-women-on-a-war-footing-as-the-cost-of-living-crisis-deepens-video"">The women on a 'war footing' as the cost of living crisis deepens</a></p></li><li><p><a href=""https://www.theguardian.com/society/video/2023/mar/02/mould-cold-and-a-community-hub-offering-hope-in-the-cost-of-living-crisis-video"">Mould, cold and a community hub offering hope in the cost of living crisis</a></p></li></ul><p><em>In the UK, Samaritans can be contacted on 116 123. In the US, the National Suicide&nbsp;Prevention Lifeline is 1-800-273-8255. In Australia, the crisis support service Lifeline is 13 11 14. Other international&nbsp;suicide&nbsp;helplines can be found at </em><a href=""http://www.befrienders.org/""><em>www.befrienders.org</em></a><em>.</em></p><p></p> <a href=""https://www.theguardian.com/news/video/2023/may/30/therapy-for-the-lads-my-mission-to-help-men-cope-in-a-cost-of-living-crisis"">Continue reading...</a>","Tue, 30 May 2023 08:30:55 GMT","https://www.theguardian.com/news/video/2023/may/30/therapy-for-the-lads-my-mission-to-help-men-cope-in-a-cost-of-living-crisis"
"Recep Tayyip Erdoğan wins Turkish presidential election runoff – video","https://www.theguardian.com/world/video/2023/may/29/recep-tayyip-erdogan-wins-turkish-presidential-election-runoff-video","<p><a href=""https://www.theguardian.com/world/recep-tayyip-erdogan"">Recep Tayyip Erdoğan</a> has extended his two decades in power, securing victory over his rival Kemal Kılıçdaroğlu after an unprecedented presidential runoff election. With 99.43% of the vote counted, Turkey’s supreme election authority announced late on Sunday that Erdoğan had won 52.14% of the votes, while Kılıçdaroğlu received 47.86%. The vote reflected Turkey’s stark and persistent political polarisation after the opposition forced Erdoğan into a run-off vote – an unprecedented event in the presidential system that Erdoğan introduced</p><ul><li><p><a href=""https://www.theguardian.com/world/2023/may/28/polls-close-in-second-round-of-the-turkish-presidential-election"">Recep Tayyip Erdoğan wins Turkish presidential election</a></p></li></ul> <a href=""https://www.theguardian.com/world/video/2023/may/29/recep-tayyip-erdogan-wins-turkish-presidential-election-runoff-video"">Continue reading...</a>","Mon, 29 May 2023 02:57:20 GMT","https://www.theguardian.com/world/video/2023/may/29/recep-tayyip-erdogan-wins-turkish-presidential-election-runoff-video"
"Scoops that made a difference: revisiting the big stories Guardian Australia broke – video","https://www.theguardian.com/australia-news/video/2023/may/25/scoops-that-made-a-difference-revisiting-the-big-stories-guardian-australia-broke-video","<p>For 10 years Guardian Australia has pursued the facts, uncovered injustice, exposed misinformation and held those in power to account. To celebrate this milestone, editor Lenore Taylor and Guardian Australia journalists revisit the biggest stories and the impact they made on the Australian media and political landscape. From breaking the Indonesian spying saga in the publication's early days, to uncovering leaked reports from the offshore detention centre on Nauru, and investigations that revealed shocking statistics about the treatment of Indigenous Australians, Guardian Australia has relentlessly sought to reveal the truth thanks to the support of its readers.</p><p></p><p>► <a href=""http://bit.ly/gdnaustraliasubs"">Subscribe to Guardian Australia on YouTube</a></p><ul><li><p>Lenore Taylor: <a href=""https://www.theguardian.com/media/2023/may/02/guardian-australia-launched-in-a-spirit-of-hope-and-determination-ten-years-later-were-going-from-strength-to-strength"">Guardian Australia launched in a spirit of hope and determination. Ten years later we’re going from strength to strength</a></p></li><li><p><a href=""https://youtu.be/OI9FcHWlYwQ"">Watch Guardian Australia's 10th birthday celebrations – live stream</a> </p></li><li><p><a href=""https://www.theguardian.com/media/series/ten-years-of-guardian-australia"">Ten years of Guardian Australia’s most impactful journalism</a></p></li><li><p><a href=""https://www.theguardian.com/media/video/2023/may/19/guardian-australias-10th-birthday-celebrations-live-stream"">Watch Guardian Australia’s 10th birthday celebrations – video</a></p></li><li><p><a href=""https://www.theguardian.com/australia-news/audio/2023/may/25/how-the-guardian-shaped-and-shook-australian-media-full-story-podcast"">How the Guardian shaped (and shook) Australian media – Full Story</a></p></li></ul> <a href=""https://www.theguardian.com/australia-news/video/2023/may/25/scoops-that-made-a-difference-revisiting-the-big-stories-guardian-australia-broke-video"">Continue reading...</a>","Thu, 25 May 2023 01:51:38 GMT","https://www.theguardian.com/australia-news/video/2023/may/25/scoops-that-made-a-difference-revisiting-the-big-stories-guardian-australia-broke-video"
"Iran protests: 'My cousin was executed by the regime. The world must act' – video","https://www.theguardian.com/world/video/2023/may/26/iran-protests-my-cousin-was-executed-by-the-regime-the-world-must-act-video","<p>When Mohammad Hashemi woke up this time last week, he was told that his cousin Majid Kazemi had been executed along with Saleh Mirhashemi and Saeed Yaqoubi. The Iranian regime had claimed three men were responsible for the <a href=""https://www.theguardian.com/world/2023/may/19/iran-executes-three-men-accused-of-killing-members-of-security-forces"">deaths of three members of the security forces</a> during anti-government protests in November.</p><p></p><p>Immediately after their execution, state media reran video posts of what were presented as the mens’ confessions, which Amnesty International said had been extracted by torture. Speaking to the Guardian from Sydney, Hashemi said his cousin was tormented by interrogators. Kazemi was also allegedly subjected to mock executions at least 15 times and reportedly shown a video of one of his brothers being tortured.</p><p></p><p>In an audio message recorded inside Dastgerd prison, Kazemi said: 'I swear to God I am innocent. I didn’t have any weapons on me. [Security forces] kept beating me and ordering me to say this weapon is mine … I told them I would say whatever they wanted, just please leave my family alone.'</p><p></p><p>More than 220 people have been executed in Iran this year, the Norway-based group Iran Human Rights said recently. At least 582 people were executed in 2022, the highest number since 2015, according to activists.</p> <a href=""https://www.theguardian.com/world/video/2023/may/26/iran-protests-my-cousin-was-executed-by-the-regime-the-world-must-act-video"">Continue reading...</a>","Fri, 26 May 2023 13:08:30 GMT","https://www.theguardian.com/world/video/2023/may/26/iran-protests-my-cousin-was-executed-by-the-regime-the-world-must-act-video"
"Why China just can't quit Hollywood – video","https://www.theguardian.com/world/video/2023/may/18/why-china-just-cant-quit-hollywood-video","<p>The US and China have a complex relationship, yet the movie business is one area where the two nations have enjoyed collaboration. But in the last few years, even this partnership has become more competitive. However, as the two countries' political relationship grows more rancorous, China is opening the door to US blockbusters once again. The whole thing is starting to resemble a romance straight out of the movies. So why is China's film industry so dependent on Hollywood?</p> <a href=""https://www.theguardian.com/world/video/2023/may/18/why-china-just-cant-quit-hollywood-video"">Continue reading...</a>","Thu, 18 May 2023 08:22:38 GMT","https://www.theguardian.com/world/video/2023/may/18/why-china-just-cant-quit-hollywood-video"
"Justin Trudeau’s greetings: from 'manner legs' to the three-way handshake – video","https://www.theguardian.com/world/video/2023/may/20/justin-trudeaus-greetings-from-manner-legs-to-the-three-way-handshake-video","<p>Justin Trudeau spread his legs to put himself at a similar height to South Korea <a href=""https://www.youtube.com/watch?v=lo6V6cEfMOI"">national assembly speaker, Kim Jin-pyo</a>, during a visit to the country.</p><p></p><p>The move is known in <a href=""https://www.theguardian.com/world/south-korea"">South Korea</a> as 'manner legs', meant to level the height between two people, and Trudeau performed it after Kim raised on his tiptoes, poking fun at the 20cm (8in) height gap between the two men.</p><p></p><p>It was not the first time the Canadian prime minister’s greetings with political leaders have received attention, here are some of his most well-known moments</p><ul><li><p><a href=""https://www.theguardian.com/world/2023/may/19/justin-trudeau-korea-wide-stance-photo-manner-legs""><strong>Trudeau’s wide-stance pose with Korean politician splits critics</strong></a></p></li></ul> <a href=""https://www.theguardian.com/world/video/2023/may/20/justin-trudeaus-greetings-from-manner-legs-to-the-three-way-handshake-video"">Continue reading...</a>","Sat, 20 May 2023 11:05:44 GMT","https://www.theguardian.com/world/video/2023/may/20/justin-trudeaus-greetings-from-manner-legs-to-the-three-way-handshake-video"
"Ethereal beauty: Milky Way photographer of the year 2023 – in pictures","https://www.theguardian.com/artanddesign/gallery/2023/jun/03/ethereal-beauty-milky-way-photographer-of-the-year-2023-in-pictures","<p>Travel blog <a href=""https://capturetheatlas.com/"">Capture the Atlas</a> has crowned its best Milky Way photographs of the year. This year’s shots captured the galaxy glowing above dramatic landscapes in Namibia, Chile, Japan, Spain, Iran and New Zealand</p> <a href=""https://www.theguardian.com/artanddesign/gallery/2023/jun/03/ethereal-beauty-milky-way-photographer-of-the-year-2023-in-pictures"">Continue reading...</a>","Fri, 02 Jun 2023 20:00:11 GMT","https://www.theguardian.com/artanddesign/gallery/2023/jun/03/ethereal-beauty-milky-way-photographer-of-the-year-2023-in-pictures"
"The week around the world in 20 pictures","https://www.theguardian.com/artanddesign/gallery/2023/jun/02/the-week-around-the-world-in-20-pictures","<p>Russian airstrikes in Kyiv, a shaky ceasefire in Sudan, protests in Senegal and dejection for Borussia Dortmund: the most striking images this week</p> <a href=""https://www.theguardian.com/artanddesign/gallery/2023/jun/02/the-week-around-the-world-in-20-pictures"">Continue reading...</a>","Fri, 02 Jun 2023 21:01:07 GMT","https://www.theguardian.com/artanddesign/gallery/2023/jun/02/the-week-around-the-world-in-20-pictures"
"Joe Biden and a sculpture in London: Friday’s best photos","https://www.theguardian.com/news/gallery/2023/jun/02/joe-biden-sculpture-london-fridays-best-photos","<p>The Guardian’s picture editors select photo highlights from around the world</p> <a href=""https://www.theguardian.com/news/gallery/2023/jun/02/joe-biden-sculpture-london-fridays-best-photos"">Continue reading...</a>","Fri, 02 Jun 2023 14:07:41 GMT","https://www.theguardian.com/news/gallery/2023/jun/02/joe-biden-sculpture-london-fridays-best-photos"
"Pastel-coloured homes for sale – in pictures","https://www.theguardian.com/money/gallery/2023/jun/02/pastel-coloured-homes-for-sale-in-pictures","<p>From a pink Grade II-listed ‘gingerbread’ cottage to a sky-blue city terrace</p> <a href=""https://www.theguardian.com/money/gallery/2023/jun/02/pastel-coloured-homes-for-sale-in-pictures"">Continue reading...</a>","Fri, 02 Jun 2023 06:00:07 GMT","https://www.theguardian.com/money/gallery/2023/jun/02/pastel-coloured-homes-for-sale-in-pictures"
"The week in wildlife – in pictures","https://www.theguardian.com/environment/gallery/2023/jun/02/the-week-in-wildlife-in-pictures","<p>The best of this week’s wildlife photographs, including owl chicks, a white moose calf and hungry brown bear cubs</p> <a href=""https://www.theguardian.com/environment/gallery/2023/jun/02/the-week-in-wildlife-in-pictures"">Continue reading...</a>","Fri, 02 Jun 2023 07:00:09 GMT","https://www.theguardian.com/environment/gallery/2023/jun/02/the-week-in-wildlife-in-pictures"
"Manhattanhenge sunset lights up New York sky – in pictures","https://www.theguardian.com/us-news/gallery/2023/may/31/manhattanhenge-lights-up-new-york-sky-2023-in-pictures","<p>This week New Yorkers celebrated the first Manhattanhenge of 2023. During the biannual celestial event the setting sun lines up between skyscrapers and bathes the city in a golden glow</p> <a href=""https://www.theguardian.com/us-news/gallery/2023/may/31/manhattanhenge-lights-up-new-york-sky-2023-in-pictures"">Continue reading...</a>","Wed, 31 May 2023 08:51:37 GMT","https://www.theguardian.com/us-news/gallery/2023/may/31/manhattanhenge-lights-up-new-york-sky-2023-in-pictures"
